,answerEntityId,description
714,Q104828795,American politician
715,Q1261570,"American football player, television sportscaster (1930-2015)"
716,Q720027,American football coach (born 1952)
717,Q28860611,Dutch politician
718,Q4007911,Italian physicist
719,Q169814,Italian motorcycle racer
720,Q42759384,researcher
721,Q322017,Italian musician
722,Q55469,Italian actor (1924–1996)
723,Q40615,Spanish motorcycle racer
724,Q4255860,father of Benito Mussolini
725,Q1409614,Italian astronomer
726,Q21542020,Italian art historian (1937-)
727,Q360064,road bicycle racer
728,Q352159,American basketball player (born 1988)
729,Q7489328,artist discography
730,Q114535400,episode of Fresh Off the Boat (S2 E3)
731,Q169452,American basketball player (born 1972)
732,Q1397281,Turkish diplomat
733,Q108870659,main protagonist in the 2021 film Space Jam: A New Legacy
734,Q36159,American basketball player (born 1984)
735,Q17166057,ND
736,Q3488059,tennis statistics of Serena Williams
737,Q11459,American tennis player (born 1981)
738,Q7358175,ND
739,Q83529,career statistics
740,Q1426,Swiss tennis player
741,Q2599,English musician and member of the Beatles (born 1942)
742,Q576877,2009 film by Sam Taylor-Johnson
743,Q1203,British musician (1940–1980)
744,Q303,American singer and actor (1935–1977)
745,Q610926,1956 self-titled debut studio album by Elvis Presley
746,Q98560924,ND
747,Q64020807,ND
748,Q66970286,Wikimedia albums discography
749,Q1225,American rock singer (born 1949)
750,Q704314,New Zealand actor
751,Q579371,male given name
752,Q69699823,2019 news article by Tracy Wright published in The Daily Mail
753,Q873,American actress (born 1949)
754,Q11975,American pop singer
755,Q110036326,episode of Saturday Night Live (S27 E12)
756,Q110036267,episode of Saturday Night Live (S25 E19)
757,Q29564107,American singer-songwriter (born 2001)
758,Q113954646,2022 single by Armani White
759,Q65676398,Instagram account of Beyoncé
760,Q93456825,family name
761,Q15303590,2013 studio album by Beyoncé
762,Q36153,American singer
763,Q97179580,2018 film directed by Vanessa Parise
764,Q7520267,American artistic gymnast
765,Q152208,Brazilian fashion model
766,Q114526667,episode of Undercover Boss (S9 E1)
767,Q233286,2012 Olympic gymnastics all-around champion
768,Q111378391,"male supermodel, environmental activist and international businessman"
769,Q16275037,family name
770,Q182455,American basketball player (1936–1999)
771,Q193020,American basketball player
772,Q169452,American basketball player (born 1972)
773,Q41421,American basketball player and businessman (born 1963)
774,Q134183,American basketball player
775,Q36159,American basketball player (born 1984)
776,Q199896,American basketball player
777,Q179051,American basketball player
778,Q31683,American former basketball player
779,Q25278,American basketball player
780,Q79427,"city in Arkansas, USA"
781,Q8021682,British football agent
782,Q561852,American baseball player (1931–2024)
783,Q112864212,ND
784,Q710247,American baseball player and coach
785,Q6522951,Australian rules footballer
786,Q151284,"American swimmer, water polo player, and actor (1904–1984)"
787,Q761723,ND
788,Q5531380,Major League Baseball player (1926-2009)
789,Q342774,"American pop singer, songwriter, and actor (1913–2007)"
790,Q318892,American boxer and bobsledder (1897-1967)
791,Q20639102,Australian rules footballer (1917-1998)
792,Q27899325,Chairwoman of the Republican National Committee from 2017 to 2024
793,Q439729,United States Senator from Florida since 2019
794,Q100921091,college basketball player (1980–1983) South Alabama
795,Q7331295,American football coach
796,Q3293969,"American activist, journalist and writer"
797,Q111454718,Florida historic marker F-1045
798,Q47512452,painting by Menden Hall
799,Q19881504,2016 Presidential Campaign
800,Q324546,United States Senator from Florida since 2011
801,Q1197407,baseball team
802,Q17669210,Wikinews article
803,Q337758,"National Football League franchise in Santa Clara, California"
804,Q1925589,soccer teams in the United States
805,Q190618,professional American football team
806,Q193390,"National Football League franchise in Foxborough, Massachusetts"
807,Q19867086,American nonprofit organization and owner of the Green Bay Packers football team
808,Q204862,American football team
809,Q205033,American football team
810,Q221626,"National Football League franchise in Orchard Park, New York"
811,Q720027,American football coach (born 1952)
812,Q166197,American country music singer
813,Q43432,American singer and actor (born 1981)
814,Q195439,American country singer
815,Q1042498,American country musician
816,Q216288,American country music singer and songwriter
817,Q47447,English singer-songwriter
818,Q617932,American country musician (born 1975)
819,Q1166731,American country music artist
820,Q5108148,American country musician
821,Q215546,American singer (born 1983)
822,Q39639,American country musician (born 1972)
823,Q125017,American actress and model (born 1970)
824,Q44063,American actress (born 1976)
825,Q37459,"Australian-American actress, producer, and model"
826,Q873,American actress (born 1949)
827,Q41351,American actress and filmmaker (born 1962)
828,Q172044,American actress
829,Q93187,American actress and film producer (born 1974)
830,Q1033016,American actress
831,Q280098,American actress
832,Q80966,Australian actor (born 1969)
833,Q13909,American actress (born 1975)
834,Q964959,United States Senator from New Mexico (1932–2017)
835,Q715129,American politician (1889-1965)
836,Q56913808,ND
837,Q6224301,"memorial in Kentucky, United States of America"
838,Q273212,vice president of the United States from 1857 to 1861
839,Q6210925,American political campaign
840,Q160157,American politician (1942–2024)
841,Q719200,American politician (1827-1901)
842,Q926441,American politician
843,Q531178,"airport in Honolulu, Hawaii, USA"
844,Q83651217,ship built in 2018
845,Q312845,United States Senator from Hawaii (1963–2012)
846,Q6941327,term used to describe the running of a company where the communication channels between the managers and the employees do not work properly
847,Q16618520,male given name
848,Q21475353,family name
849,Q2837683,Flemish painter (1616-1677)
850,Q21391267,geneticist
851,Q3328445,ND
852,Q6849116,American baseball player
853,Q79031,American boxer and media personality (born 1966)
854,Q6835007,English antiquarian
855,Q30646594,boxing match
856,Q471824,American boxer
857,Q1301825,American politician (1896–1990)
858,Q11869,president of the United States in 1841
859,Q587557,US Navy Nimitz-class aircraft carrier
860,Q19662985,American businessman and inventor
861,Q48673907,1924 film directed by Malcolm St. Clair
862,Q2366114,American inventor and businessman of Anglo-Belgian origin (1871–1946)
863,Q23,president of the United States from 1789 to 1797
864,Q91,"president of the United States from 1861 to 1865 (American, 1809-1865)"
865,Q52801819,"primary school in Cinisello Balsamo, Milan, Lombardy, Italy"
866,Q55005974,portrait by unknown artist
867,Q9439,Queen of the United Kingdom from 1837 to 1901
868,Q20169527,painting by Thomas Sully
869,Q28027883,painting by Franz Xaver Winterhalter (Royal Collection RCIN 406010)
870,Q110150526,etching - print made by James Neagle
871,Q1856597,1971 film by Charles Jarrott
872,Q3296113,2013 movie directed by Thomas Imbach
873,Q131412,Queen of Scotland from 1542 to 1567
874,Q93707928,article published 1 March 1961 in Journal of the Royal Society of Medicine
875,Q110683816,"artwork in the Aberdeen City Council (Archives, Gallery and Museums Collection)"
876,Q37909408,2018 film by Josie Rourke
877,Q271243,American politician (1835-1930)
878,Q3012439,"convention center in Dallas, Texas, US"
879,Q239928,American politician (born 1943)
880,Q60738725,2020 United States presidential campaign of Kamala Harris
881,Q105091119,Wikimedia category
882,Q10853588,vice president of the United States since 2021
883,Q299001,vice president of the United States from 1913 to 1921
884,Q24313,vice president of the United States from 2017 to 2021
885,Q1699509,American politician (1901-1995)
886,Q273212,vice president of the United States from 1857 to 1861
887,Q6279,President of the United States since 2021
888,Q270316,United States Senator from New Hampshire
889,Q529873,American politician (1936–2016)
890,Q48259,vice president of the United States from 2001 to 2009
891,Q49214,vice president of the United States from 1989 to 1993
892,Q19673,Vice President of the United States from 1993 to 2001 (born 1948)
893,Q259144,American actress
894,Q2076759,character in A Song of Ice and Fire
895,Q14175641,fictional character
896,Q3921928,fictional character
897,Q2362493,fictional character
898,Q2071301,character in the Hunger Games story
899,Q234458,Russian model and television personality
900,Q5893038,fictional character
901,Q14329382,fictional character
902,Q2313920,character who appears in Medieval and Renaissance retellings of the Trojan War
903,Q15633,moon of Uranus
904,Q272374,"American singer-songwriter, musician, and actress"
905,Q52635866,ND
906,Q160219,American author
907,Q37193516,family name
908,Q467112,First Minister of Scotland from 2014 to 2023
909,Q217557,American author
910,Q240937,American opera singer
911,Q400,American former pornographic actor (born 1974)
912,Q112919103,anti-trans statements by British author JK Rowling
913,Q104659815,ND
914,Q34660,British author and philanthropist (born 1965)
915,Q40791,American-German actress and producer
916,Q95068,English and American actress (1916–2020)
917,Q873,American actress (born 1949)
918,Q213287,"American actress, author, and executive producer"
919,Q202765,English actress (born 1976)
920,Q229313,American actress and producer
921,Q41142,American actress and activist
922,Q349391,English actor (born 1945)
923,Q71206,American actress (1908–1989)
924,Q42786,British actress (1929–1993)
925,Q13909,American actress (born 1975)
926,Q208104,Spanish association football manager (born 1981)
927,Q45901,French association football player and manager
928,Q380223,Northern Irish footballer (born 1965)
929,Q270367,Spanish association football player and manager (1935–2023)
930,Q17163,Dutch footballer and manager (1947–2016)
931,Q10920078,race horse
932,Q68060,former Italian footballer (born 1978)
933,Q17507,Spanish association football player
934,Q48892,Ivorian and French association football player
935,Q10520,English association football player
936,Q11571,Portuguese association football player
937,Q193020,American basketball player
938,Q41421,American basketball player and businessman (born 1963)
939,Q36159,American basketball player (born 1984)
940,Q25369,American basketball player (1978–2020)
941,Q29545,American basketball player
942,Q199896,American basketball player
943,Q136678,American basketball player
944,Q336030,American basketball player
